01,Andalucía
02,Aragón
03,Principado de Asturias
04,Balears Illes
04,Islas baleares
05,Canarias
06,Cantabria
07,Castilla y León
08,Castilla - La Mancha
09,Cataluña
09,catalunya
10,Comunitat Valenciana
10,Comunidad Valenciana
11,Extremadura
12,Galicia
13,Comunidad de Madrid
14,Región de Murcia
15,Comunidad Foral de Navarra
16,País Vasco
16,Euskadi
17,La Rioja
18,Ceuta
19,Melilla
